09-07 15:49 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 30 INFO     app id: 30, athlete range: 870700 - 900699
09-07 15:49 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 30 DEBUG    Output dirs to:
	{'BAY_AREA': '/Volumes/labBiz/strava_ids/CA/BAY_AREA/', 'CA': '/Volumes/labBiz/strava_ids/CA/', 'OTHER': '/Volumes/labBiz/strava_ids/OTHER/', 'NON_ATHLETE': '/Volumes/labBiz/strava_ids/NON_ATHLETE/'}
09-07 15:49 requests.packages.urllib3.connectionpool INFO     Starting new HTTP connection (1): www.strava.com
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870700?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool INFO     Starting new HTTPS connection (1): www.strava.com
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870700?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870701?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870701?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 216
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870702?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870702?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870703?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 None
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870703?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 236
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870704?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870704?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870705?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870705?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 282
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870706?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870706?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870707?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870707?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 278
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870708?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870708?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870709?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870709?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 288
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870710?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870710?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870711?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870711?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 283
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870712?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870712?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870713?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870713?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 200 244
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870714?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 302 165
09-07 15:49 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/870714?access_token=20ec8ca3f1789697c1a7dc2e40cd3257d0213e65 HTTP/1.1" 404 103
