09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 90 INFO     app id: 90, athlete range: 2670700 - 2700699
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 90 DEBUG    Output dirs to:
	{'BAY_AREA': '/Volumes/labBiz/strava_ids/CA/BAY_AREA/', 'CA': '/Volumes/labBiz/strava_ids/CA/', 'OTHER': '/Volumes/labBiz/strava_ids/OTHER/', 'NON_ATHLETE': '/Volumes/labBiz/strava_ids/NON_ATHLETE/'}
09-07 15:51 requests.packages.urllib3.connectionpool INFO     Starting new HTTP connection (1): www.strava.com
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670700?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool INFO     Starting new HTTPS connection (1): www.strava.com
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670700?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 282
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670701?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670701?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 297
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670702?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670702?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 242
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670703?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670703?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 236
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670704?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670704?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 213
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670705?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670705?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 230
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670706?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670706?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 220
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670707?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670707?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 281
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670708?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670708?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 290
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670709?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670709?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 266
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670710?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670710?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 245
09-07 15:52 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 90 WARNING  Exception raised: 'ascii' codec can't encode character u'\xf6' in position 24: ordinal not in range(128), trying again
09-07 15:52 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 90 WARNING  Only city written, athlete 2670710
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670711?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670711?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 240
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670712?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670712?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 233
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670713?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670713?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 280
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670714?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670714?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 246
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670715?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670715?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 278
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670716?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670716?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 285
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670717?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670717?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 287
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670718?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670718?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 285
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670719?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670719?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 228
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670720?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670720?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 200 209
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/2670721?access_token=8badffb959d6c498049ca3e61d564b9ae0c229fa HTTP/1.1" 302 166
