09-07 15:50 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 INFO     app id: 62, athlete range: 1830700 - 1860699
09-07 15:50 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 DEBUG    Output dirs to:
	{'BAY_AREA': '/Volumes/labBiz/strava_ids/CA/BAY_AREA/', 'CA': '/Volumes/labBiz/strava_ids/CA/', 'OTHER': '/Volumes/labBiz/strava_ids/OTHER/', 'NON_ATHLETE': '/Volumes/labBiz/strava_ids/NON_ATHLETE/'}
09-07 15:50 requests.packages.urllib3.connectionpool INFO     Starting new HTTP connection (1): www.strava.com
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830700?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool INFO     Starting new HTTPS connection (1): www.strava.com
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830700?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 233
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830701?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830701?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 237
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830702?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830702?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 236
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830703?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830703?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 243
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830704?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830704?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 306
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830705?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830705?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 279
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830706?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830706?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 237
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830707?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830707?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 228
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830708?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830708?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 239
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830709?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830709?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 251
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 WARNING  Exception raised: 'ascii' codec can't encode character u'\xe3' in position 1: ordinal not in range(128), trying again
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 CRITICAL Write error, athlete 1830709 skipped
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830710?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830710?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 217
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830711?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830711?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 298
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830712?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830712?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 235
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830713?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830713?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 253
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830714?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830714?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 219
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830715?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830715?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 239
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830716?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830716?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 238
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830717?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830717?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 248
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830718?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830718?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 280
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830719?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830719?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 235
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 WARNING  Exception raised: 'ascii' codec can't encode character u'\xe7' in position 6: ordinal not in range(128), trying again
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 WARNING  Only state written, athlete 1830719
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830720?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830720?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 239
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830721?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830721?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 214
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830722?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830722?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 246
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830723?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830723?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 287
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830724?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830724?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 283
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830725?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830725?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 243
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830726?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830726?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 219
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830727?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830727?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 246
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830728?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830728?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 281
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830729?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830729?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 294
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830730?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830730?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 280
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830731?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830731?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 229
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830732?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830732?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 284
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830733?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:51 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830733?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 280
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 WARNING  Exception raised: 'ascii' codec can't encode character u'\xe9' in position 1: ordinal not in range(128), trying again
09-07 15:51 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 62 CRITICAL Write error, athlete 1830733 skipped
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830734?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830734?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 214
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830735?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830735?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 268
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830736?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830736?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 242
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830737?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830737?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 237
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830738?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830738?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 246
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830739?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830739?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 239
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830740?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830740?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 228
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830741?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830741?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 235
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830742?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830742?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 280
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830743?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830743?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 221
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830744?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830744?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 283
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830745?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830745?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 288
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830746?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830746?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 239
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830747?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830747?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 209
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830748?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830748?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 283
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830749?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830749?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 200 216
09-07 15:52 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1830750?access_token=d755c61c8fd2628bebaa4088ea6af9c782dbb6c6 HTTP/1.1" 302 166
