09-07 15:50 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 55 INFO     app id: 55, athlete range: 1620700 - 1650699
09-07 15:50 /Users/christopherwilliams/Dropbox/insight-data-science/project/strava_buddies/py/strava_athlete-id_prober.py 55 DEBUG    Output dirs to:
	{'BAY_AREA': '/Volumes/labBiz/strava_ids/CA/BAY_AREA/', 'CA': '/Volumes/labBiz/strava_ids/CA/', 'OTHER': '/Volumes/labBiz/strava_ids/OTHER/', 'NON_ATHLETE': '/Volumes/labBiz/strava_ids/NON_ATHLETE/'}
09-07 15:50 requests.packages.urllib3.connectionpool INFO     Starting new HTTP connection (1): www.strava.com
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620700?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool INFO     Starting new HTTPS connection (1): www.strava.com
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620700?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 235
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620701?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620701?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 258
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620702?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620702?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 282
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620703?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620703?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 241
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620704?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620704?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 236
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620705?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620705?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 282
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620706?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620706?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 247
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620707?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620707?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 285
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620708?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620708?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 283
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620709?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 302 166
09-07 15:50 requests.packages.urllib3.connectionpool DEBUG    "GET /api/v3/athletes/1620709?access_token=94deba0311ef9639695ed2bb95a7ed8484f66c05 HTTP/1.1" 200 217
